ResponseId,A.S. President,A.S. President,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - CCS,Collegiate Senator - Engineering,Collegiate Senator - Engineering,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. Transfer Senator,A.S. Transfer Senator
R_00000000000156,1,,,,1,,1,,1,,1,2,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
R_00000000000157,,1,,,,1,,1,,1,1,,4,3,1,2,,,,,,,,,12,4,11,2,10,,,3,1,9,6,7,5,,8,,,,,,,,,,,,
R_00000000000158,,1,,,,1,,1,,1,1,,2,1,4,3,,,,,,,,,,6,2,9,,,,8,5,3,7,1,4,,,,,,,,,,,,,,1
R_00000000000159,2,1,,,2,1,2,1,2,1,1,,4,2,1,3,,,,,,,,,,,1,5,,,,,4,,2,3,,,6,,,,,,,,,,,,
R_00000000000160,2,1,,,2,1,2,1,2,1,1,,4,3,1,2,,,,,,,1,,,4,9,11,3,,,10,12,8,7,6,5,,2,,,,,,,,,,,,
R_00000000000161,1,2,,,1,2,1,2,1,2,1,1,,3,2,,4,,,,7,11,5,3,6,10,,,,4,8,,9,2,,,12,1,,,,,,,,,,,,1,2
R_00000000000162,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000163,1,2,,,1,2,1,2,1,2,1,,,2,,,1,,,,5,3,6,1,2,9,,,,7,8,10,,,,,,4,,,,,,,,,,,,,
R_00000000000164,2,1,,,1,2,2,1,2,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,5,,,3,1,,2,,,,
R_00000000000165,1,2,,,2,1,2,1,2,1,1,,2,1,3,4,,,,,,3,11,8,,12,6,2,,,4,,,10,5,,7,1,9,,,,,,,,,,,,
R_00000000000166,1,2,,,1,2,1,2,1,2,1,1,3,,,4,2,,,,1,7,3,6,5,,,,,8,4,,,,,,,2,,,,,,,,,,,,,
R_00000000000167,2,1,,,1,2,2,1,2,1,1,,,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,4,3,,,,
R_00000000000168,1,2,,,1,2,2,1,1,2,1,,,4,3,2,1,,,,7,,11,8,12,9,4,6,3,,,1,,,10,,,5,2,,,,,,,,,,,,
R_00000000000169,3,1,2,the kids,2,1,2,1,2,1,1,,2,4,3,1,,,,,,,,,,8,10,3,9,,,4,7,2,5,1,6,,11,,,,,,,,,,,,
R_00000000000170,2,3,1,Navpreet Khabra,1,,1,2,2,1,1,,4,2,3,,1,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
R_00000000000171,1,,2,,1,2,1,2,1,2,1,2,,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000000172,2,1,,,2,1,2,1,2,1,1,,2,4,1,3,,,,,,,,,,,,,2,,,,,,,3,,,1,,,,,,,,,,,,
R_00000000000173,2,1,,,2,1,2,1,2,1,1,,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,5,,1,,,,,
R_00000000000174,2,1,,,2,1,2,1,2,1,1,4,2,1,,3,,,,,,,,3,,6,5,1,11,,,2,7,12,4,10,8,,9,,,,,,,,,,,,
R_00000000000175,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
R_00000000000176,1,2,,,1,2,2,1,1,2,1,1,3,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2
R_00000000000177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
R_00000000000178,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000179,3,1,2,,1,2,1,2,2,1,1,,,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,5,2,,,,,
R_00000000000180,,1,,,,1,,1,1,2,,,3,1,2,4,,,,,,,,,,8,,4,3,,,1,5,,,7,2,,6,,,,,,,,,,,,
R_00000000000181,3,1,2,Benjamin Piatt Runkle,2,1,2,1,2,1,1,,3,2,1,4,,,,,,,,,,1,10,5,8,,12,9,3,6,11,7,4,,2,,,,,,,,,,,2,1
R_00000000000182,2,1,3,,1,2,2,1,1,2,1,,4,,3,2,1,,,,,,,2,,,,,3,,,1,,,,,,,,,,,,,,,,,,,
R_00000000000183,1,,,,1,,1,,1,,,2,,,,,1,,,,1,5,4,8,2,,,,,6,3,,,,,,,7,,,,,,,,,,,,,
R_00000000000184,2,3,1,Mark Ng,2,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000185,2,1,,,2,1,2,1,2,1,1,,2,4,3,1,,,,,,,,,,4,7,3,10,,,5,6,1,2,8,11,,9,,,,,,,,,,,,1
R_00000000000186,1,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,
R_00000000000187,,1,,,,1,,1,,1,1,,2,1,3,4,,,,,,,,,,5,1,3,,,,,4,2,,,,,,,,,,,,,,,,,
R_00000000000188,3,1,2,,2,1,2,1,2,1,1,,1,2,3,4,,,,,,,,,,4,2,10,9,,,11,1,8,3,6,7,,5,,,,,,,,,,,,
R_00000000000189,1,2,,,1,2,1,2,1,2,1,2,,4,,3,1,,,,,,,,,,,,,,,,,,,,,,,4,,,5,2,3,,1,,,,
R_00000000000190,2,1,,,1,2,2,1,2,1,1,1,,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,2,,4,,,,,,
R_00000000000191,1,2,,,1,2,1,2,1,2,1,2,4,3,,,1,,,,6,8,5,7,2,9,,12,,4,1,,11,10,,,,3,,,,,,,,,,,,,
R_00000000000192,2,1,,,2,1,2,1,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,1,,,,,
R_00000000000193,1,2,,,1,2,2,1,1,2,1,2,4,,3,,1,,,,,,,,,,,,,,,,,,,,,,,1,,5,,3,4,,2,,,1,2
R_00000000000194,2,1,,,2,1,2,1,2,1,1,,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,5,,3,,,,,
R_00000000000195,,1,,,2,1,2,1,2,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000196,2,1,,,2,1,2,1,2,1,1,,2,3,4,1,,,,,,,,,,7,,9,1,,,8,5,4,,2,3,,6,,,,,,,,,,,,
R_00000000000197,1,2,,,1,2,1,2,1,2,1,2,,3,,4,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,3,1,,2,,,,
R_00000000000198,1,2,,,1,2,2,1,2,1,1,,4,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,5,,4,,,,,
R_00000000000199,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000200,2,1,,,2,1,2,1,2,1,1,,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,5,4,,,,,
R_00000000000201,3,1,2,Navpreet Khabra,2,1,2,1,2,1,1,,3,2,1,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000202,1,3,2,,1,2,1,2,1,2,1,2,,4,,3,1,,,,1,8,5,7,2,10,,,,6,3,,,,12,9,11,4,,,,,,,,,,,,,
R_00000000000203,1,,,,1,,1,,1,,,2,,4,3,,1,,,,8,4,5,7,6,,,,12,3,2,9,,10,,,,1,11,,,,,,,,,,,,
R_00000000000204,1,2,,,1,2,1,2,1,2,1,2,,4,,3,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,
R_00000000000205,1,2,3,Navpreet Khabra,1,2,1,2,1,2,1,2,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000000206,1,,,,1,,1,,1,,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000000207,1,2,,,1,2,1,2,1,2,1,2,,4,,3,1,,,,8,2,6,3,4,,,11,,7,1,10,9,,,12,,5,,,,,,,,,,,,,
R_00000000000208,2,1,,,2,1,2,1,2,1,1,,,,,,,,,1,,,,,,3,4,,2,,,,,1,,,,,,,,,,,,,,,,,
R_00000000000209,1,2,,,1,2,1,2,2,1,1,4,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,1,,3,,4,,5,2,,,,
R_00000000000210,1,2,,,1,2,1,2,1,2,1,,,,,,,,1,,5,3,6,1,2,8,,,,,7,9,,,,,,4,,,,,,,,,,,,,
R_00000000000211,,1,,,,1,,1,,1,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,,,1,,,,,
R_00000000000212,1,2,,Nawar Nemeh,2,1,2,1,1,2,,1,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
R_00000000000213,2,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,3,,,,
R_00000000000214,3,1,2,Turbo Sexphonic,2,1,2,1,2,1,1,,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,,5,1,,,,,
R_00000000000215,1,,,,1,,1,,1,,1,2,4,3,,,1,,,,1,5,,7,4,,,6,,8,9,,3,,,,,2,,,,,,,,,,,,,
R_00000000000216,,1,,,,1,,1,,1,1,,2,3,1,4,,,,,,,,,,7,6,4,9,,,5,3,2,,10,1,,8,,,,,,,,,,,,
R_00000000000217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,
R_00000000000218,1,2,,,1,2,1,2,2,1,1,,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,2,,,5,,,,
R_00000000000219,,1,,,,1,,1,,1,1,,2,4,1,3,,,,,,,,,,10,6,7,11,,,8,1,2,3,9,4,,5,,,,,,,,,,,,1
R_00000000000220,2,1,,,1,2,2,1,1,2,1,,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,,2,4,,,,,
R_00000000000221,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
R_00000000000222,2,1,,,2,1,2,1,2,1,1,,,1,3,2,4,,,,,,,,3,1,11,6,10,,,12,4,9,8,2,5,,7,,,,,,,,,,,,
R_00000000000223,1,2,,,1,2,1,2,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,2,1,,4,,,,
R_00000000000224,2,1,,,,1,2,1,2,1,1,,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
R_00000000000225,1,2,,,2,1,2,1,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000226,2,1,,,,1,2,1,2,1,1,,3,4,1,2,,,,,,,,,,9,7,11,2,,12,10,8,5,3,4,6,,1,,,,,,,,,,,2,1
R_00000000000227,,1,,,,1,,1,,1,1,,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,4,5,,,,,
R_00000000000228,1,,,,1,,1,,,1,1,2,,,,,1,,,,,1,7,6,4,,,,2,5,8,,,,,,,3,,,,,,,,,,,,,
R_00000000000229,1,,,,1,,1,,1,,1,2,,,,,1,,,,2,6,3,1,8,,,,,7,4,,,,,,,5,,,,,,,,,,,,,
R_00000000000230,1,,,,1,,1,,1,,1,2,,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,3,,1,,,,
R_00000000000231,2,1,,,2,1,2,1,2,1,1,,3,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,2,,,,,
R_00000000000232,2,1,,,2,1,2,1,2,1,1,,4,2,1,3,,,,,,,,,,2,8,9,6,,,7,4,10,5,1,3,,11,,,,,,,,,,,,
R_00000000000233,2,1,,,2,1,2,1,2,1,1,,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,,,1,3,,,,,
R_00000000000234,1,2,,,1,2,1,2,1,2,1,,,2,,,1,,,,3,,8,11,,,,5,2,9,,12,6,,1,7,,10,4,,,,,,,,,,,,
R_00000000000235,2,3,1,Navpreet Khabra,1,2,1,2,1,2,1,1,,3,4,,2,,,,8,9,2,7,6,,,12,11,5,3,1,,10,,,,4,,,,,,,,,,,,,
R_00000000000236,2,1,,,2,1,1,2,2,1,1,,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,1,,5,,,,
R_00000000000237,2,1,,,2,1,2,1,2,1,,,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,5,,1,,,,,
R_00000000000238,2,1,3,,2,1,1,2,2,1,1,,,,,,,,,,,,,8,12,,9,10,3,11,6,1,5,,7,4,2,,,,,,,,,,,,,,
R_00000000000239,2,1,3,,2,1,2,1,2,1,1,2,,,1,4,3,,,,,,12,,,9,6,8,5,,,4,10,3,11,2,7,,1,,,,,,,,,,,,
R_00000000000240,2,1,,,2,1,2,1,2,1,1,,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,,5,3,,,,,
R_00000000000241,1,2,,,1,2,1,2,1,2,1,,4,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,
R_00000000000242,2,1,,,2,1,2,1,2,1,,,3,4,1,2,,,,,,12,,,,8,5,11,3,,,6,10,4,1,7,2,,9,,,,,,,,,,,,
R_00000000000243,1,3,2,Dylan Goldman,1,,1,,1,,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,
R_00000000000244,2,1,,,1,,1,2,,,1,3,2,,,4,1,,,,3,2,8,7,9,,,6,1,5,,4,,11,,,12,10,,,,,,,,,,,,,
R_00000000000245,,1,,,,1,,1,,1,1,,2,3,1,4,,,,,,,,,,8,,3,9,,,6,4,10,7,1,2,,5,,,,,,,,,,,,1
R_00000000000246,1,3,2,,1,2,1,2,1,,,2,,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,1,,5,,4,2,,3,,,,
R_00000000000247,,1,,,,1,,1,,1,1,,3,2,1,4,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,
R_00000000000248,,1,,,,1,,1,,1,1,,4,1,2,3,,,,,,,,,,3,11,5,4,,,1,2,8,6,9,10,,7,,,,,,,,,,,,
R_00000000000249,1,3,2,,1,2,1,2,1,2,1,2,4,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2
R_00000000000250,1,,,,,,1,,1,,1,2,,,,,1,,,,5,2,6,,7,,,,,3,4,,,,,,,1,,,,,,,,,,,,,
R_00000000000251,,1,,,,1,,1,,1,1,,4,1,2,3,,,,,,,,,,3,6,9,4,,,10,1,,8,2,5,,7,,,,,,,,,,,,
R_00000000000252,2,1,,,2,1,2,1,2,1,1,,4,1,2,3,,,,,12,,,,,5,9,10,2,,,6,7,8,11,3,4,,1,,,,,,,,,,,2,1
R_00000000000253,3,2,1,Harambe,,1,2,1,2,1,1,,1,4,3,2,,,,,,,,,,6,1,,4,,,,,,3,5,7,,2,,,,,,,,,,,,
R_00000000000254,1,2,,,2,1,2,1,1,2,1,,1,4,2,3,,,,,1,3,,,,,8,7,,,,4,,,6,5,,2,,,,,,,,,,,,,
R_00000000000255,1,3,2,,1,2,1,2,1,2,1,2,,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,3,5,,,1,4,,2,,,,
R_00000000000256,2,1,3,,2,1,2,1,1,2,1,2,1,,3,,4,,,,11,3,,5,10,,6,4,,2,,,12,7,9,1,8,,,,,,,,,,,,,,
R_00000000000257,1,2,,,1,2,1,2,1,2,1,2,4,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,1,,2,,,,
R_00000000000258,1,3,2,Nawar Nemeh,1,2,1,2,1,2,1,2,,3,,4,1,,,,6,7,2,8,3,,,12,,1,4,10,,,11,,9,5,,,,,,,,,,,,,
R_00000000000259,1,2,,,1,2,1,2,1,2,1,3,,4,,2,1,,,,6,4,8,2,7,12,9,11,,1,5,,10,,,,,3,,,,,,,,,,,,,
R_00000000000260,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000261,1,,,,1,,1,,1,,1,,,,,,1,,,,8,3,1,4,7,,,,,2,5,,,,,,,6,,,,,,,,,,,,,
R_00000000000262,2,1,3,,2,1,2,1,2,1,1,,3,1,4,2,,,,,,,,1,3,2,11,10,6,,,,12,5,7,4,9,,8,,,,,,,,,,,2,1
R_00000000000263,2,1,,,2,1,1,2,2,1,1,,2,1,4,3,,,,,,,,,,,,,,3,,,,1,,,,,2,,,,,,,,,,,,
R_00000000000264,,1,,,,1,,1,,1,1,,1,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,
R_00000000000265,1,2,,,2,1,2,1,2,1,1,,,,,,,,1,,1,,,7,11,,5,10,2,,,,4,6,12,9,,3,8,,,,,,,,,,,,
R_00000000000266,1,2,,,1,2,1,2,2,1,1,,4,1,2,3,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,2,1
R_00000000000267,1,2,,,1,2,1,2,1,2,1,1,,4,,3,2,,,,3,6,4,1,8,,10,,,7,5,,,12,,11,,2,9,,,,,,,,,,,,
R_00000000000268,,,,,1,2,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,3,4,1,,,,,
R_00000000000269,,,,,2,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000270,1,2,3,Nawar Nemeh ,1,2,1,2,1,2,1,2,,,4,3,1,,,,5,2,6,3,8,10,,12,,7,4,,11,,,,,1,9,,,,,,,,,,,,
R_00000000000271,1,2,,,1,2,1,2,1,2,1,4,,3,1,,2,,,,10,,1,3,7,2,,5,,,4,,8,12,11,,,6,9,,,,,,,,,,,,
R_00000000000272,1,2,,,2,1,2,1,1,2,1,,,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
R_00000000000273,1,2,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
R_00000000000274,,1,,,,1,,1,,1,1,,4,2,1,3,,,,,,,,,,2,3,11,5,12,,6,7,8,10,9,4,,1,,,,,,,,,,,,
R_00000000000275,,1,,,,1,,1,,1,1,,,,,,,,,1,,,,,,6,,2,3,,,5,1,9,4,7,8,,10,,,,,,,,,,,,
R_00000000000276,1,,2,Hien Mai ,1,,1,,1,,,2,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
R_00000000000277,2,1,,,2,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
R_00000000000278,,1,,,,1,,1,,1,1,,2,3,1,4,,,,,,,,,,6,8,2,5,,,4,1,11,9,7,3,,10,,,,,,,,,,,,
R_00000000000279,1,2,,,1,2,1,2,1,2,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000280,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,
R_00000000000281,2,1,,,2,1,2,1,2,1,,,3,2,1,4,,,,,,,,,,,,,1,,,4,6,,3,,5,,2,,,,,,,,,,,,
R_00000000000282,1,,,,1,,1,,1,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,3,,1,,,,
R_00000000000283,1,2,,,1,2,1,2,1,2,1,2,,3,4,,1,,,,,,,,,,,,,,,,,,,,,,,2,,5,,4,3,,1,,,,
R_00000000000284,1,,,,1,,1,,1,2,,2,3,,,,1,,,,3,1,6,4,5,10,,,,7,8,,,9,,,,2,,,,,,,,,,,,,
R_00000000000285,1,,,,1,,1,,1,,,,,,,,,,1,,5,3,8,7,4,9,,10,,2,6,11,,,,,,1,,,,,,,,,,,,,
R_00000000000286,1,3,2,,1,2,1,2,1,2,1,2,,,,,1,,,,7,3,6,5,8,,,,,1,4,,,,,,,2,,,,,,,,,,,,,
R_00000000000287,1,2,,,1,2,1,2,1,2,1,2,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000000288,1,,,,1,,1,,1,,,2,,,,,1,,,,3,1,2,7,8,,,,,5,6,,,,,,,4,,,,,,,,,,,,,
R_00000000000289,2,1,,,2,1,1,2,2,1,1,2,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,1,,,,
R_00000000000290,1,,,,,1,1,,1,,1,4,,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,2,5,,,4,3,,1,,,,
R_00000000000291,1,,,,1,2,1,2,1,2,1,2,,3,4,,1,,,,,,,,,,,,,,,,,,,,,,,3,,5,,4,1,,2,,,,
R_00000000000292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000293,,1,,,2,1,2,1,,1,1,,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
R_00000000000294,2,1,,,2,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000295,2,1,,,2,1,2,1,2,1,1,,3,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,,4,3,2,,,,,
R_00000000000296,2,1,,,2,1,2,1,2,1,1,,1,2,4,3,,,,,,11,,,,8,7,3,,,12,2,4,6,10,1,5,,9,,,,,,,,,,,,
R_00000000000297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000298,2,1,,Hieu Le,2,1,2,1,2,1,1,,3,2,1,4,,,,,,,,,,9,8,10,11,,,4,2,1,6,5,3,,7,,,,,,,,,,,,
R_00000000000299,2,1,,,2,1,2,1,2,1,1,,1,,,,2,,,,,,7,,,,,4,1,,,2,5,,,,3,6,,,,,,,,,,,,,
R_00000000000300,,1,,,,1,,1,,1,1,,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,,3,,,,,
R_00000000000301,1,,,,1,,1,,1,,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,
R_00000000000302,1,2,,,1,2,1,2,1,2,1,,3,2,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
R_00000000000303,2,1,,,2,1,2,1,2,1,1,,1,2,3,4,,,,,,,,,,5,12,2,1,,,6,4,9,8,11,7,3,10,,,,,,,,,,,,
R_00000000000304,,1,,,,1,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
R_00000000000305,1,2,,,1,,1,,,1,,2,,,,,1,,,,8,2,6,5,4,,,,,7,3,,,,,,,1,,,,,,,,,,,,,
R_00000000000306,2,1,,,2,1,2,1,2,1,1,,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,2,1,5,,4,,,3,,,,
R_00000000000307,3,1,2,Benjamin Piatt Runkle,2,1,2,1,2,1,1,,3,2,1,4,,,,,,,,,,1,8,6,9,,5,11,2,10,3,12,4,,7,,,,,,,,,,,,
R_00000000000308,2,1,,,2,1,2,1,2,1,,,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,3,,,1,,,,,
R_00000000000309,,1,,,,1,,1,,1,1,,3,1,2,4,,,,,,,,,,1,4,2,6,,,9,,8,5,,7,,3,,,,,,,,,,,,
R_00000000000310,,1,,,,1,,1,,1,,,4,2,1,3,,,,,,,,,,6,10,9,11,,,1,2,8,4,7,5,,3,,,,,,,,,,,,1
R_00000000000311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000312,1,2,,,1,2,1,2,1,2,1,2,,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,2,,5,,3,4,,1,,,,
R_00000000000313,,1,,,,1,,1,,1,1,,2,3,1,4,,,,,,9,,,,4,,6,10,,,2,1,5,,7,,8,3,,,,,,,,,,,,
R_00000000000314,1,2,,,2,1,1,2,2,1,1,1,,4,3,,2,,,,,,,,,,,,,,,,,,,,,,,,5,3,,1,2,,4,,,,
R_00000000000315,2,1,3,Navpreet Khabra,2,1,1,2,1,2,1,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,4,3,,,,
R_00000000000316,2,1,,,2,1,2,1,2,1,1,,3,1,4,2,,,,,,,,,,10,6,5,1,,,2,3,11,8,7,9,12,4,,,,,,,,,,,,
R_00000000000317,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000318,2,1,,,2,1,1,2,2,1,1,,1,3,4,2,,,,,,,5,,7,6,12,,1,,11,2,,10,,9,4,8,3,,,,,,,,,,,,
R_00000000000319,1,2,,,1,2,2,1,1,2,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000320,1,2,3,,1,2,1,2,1,2,1,,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,5,1,,4,,,,
R_00000000000321,3,1,2,Harambe,2,1,2,1,2,1,1,,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,,,4,,,,,
R_00000000000322,2,3,1,Addison Luria-Robertson,1,2,1,2,1,2,1,2,4,,,3,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,5,2,4,,,,
R_00000000000323,2,1,,,1,2,2,1,,1,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
R_00000000000324,1,2,,,1,2,1,2,2,1,1,2,3,1,4,,,,,,,,,4,,1,,5,,,,3,,,,,2,,,,,,,,,,,,,,
R_00000000000325,2,1,3,,2,1,2,1,2,1,1,,2,1,4,3,,,,,,,,,,5,9,10,11,,12,3,1,6,8,7,2,,4,,,,,,,,,,,,
R_00000000000326,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000327,1,3,2,Navpreet Khabra,1,2,1,2,1,2,1,3,,4,1,,2,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,
R_00000000000328,2,1,,,2,1,2,1,2,1,1,,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,,4,5,,,,
R_00000000000329,2,1,,,2,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
